SEMENTE DE TRITICALE     ;NÃO INFORMADO       ;5322;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;DF        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,1
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,08
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,04
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;BARU                ;11678;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;1,5
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,04
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,18
TRANSPORTE EXTERNO       ;ANDIROBA DA COMUNIDA;13896;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;UMBU                ;14216;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,4
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,08
TRANSPORTE EXTERNO       ;RAIO 50 KM          ;6315;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;SC        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,04
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;0,15
TRANSPORTE EXTERNO       ;UVA                 ;14304;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;0,15
TRANSPORTE EXTERNO       ;BENEFICIAMENTO      ;14202;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,16
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,22
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,15
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;DE LARANJA          ;9071;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;DE LARANJA          ;9071;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;RAIO 50 KM          ;6315;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,1
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,04
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,04
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 50 KM          ;6315;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;SC        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,04
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,06
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;0,07
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,33
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,08
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;RAIO 80 KM          ;12101;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,04
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,17
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,05
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,07
